minute_idx,PersonenAnzahl,temp,rgb_value
740,1.0,19.162083365366538,"(134, 169, 252)"
853,0.0,18.840399730937058,"(112, 147, 243)"
905,1.0,18.93290525293505,"(117, 152, 246)"
1010,2.0,19.626001015184194,"(167, 196, 253)"
1029,1.0,18.9383788366293,"(119, 154, 246)"
1096,2.0,18.323164344662636,"(77, 103, 215)"
1117,1.0,22.471938717058443,"(216, 86, 70)"
1174,0.0,20.359821150482787,"(213, 219, 229)"
1255,1.0,22.488048649740634,"(215, 84, 68)"
1259,2.0,18.344167665735405,"(78, 105, 216)"
1260,3.0,19.623322680421953,"(167, 196, 253)"
1261,4.0,19.675077606402454,"(170, 198, 253)"
1276,3.0,22.185337500282742,"(230, 114, 89)"
1289,2.0,21.470087534559003,"(247, 174, 145)"
1295,1.0,18.971354758092627,"(120, 155, 247)"
1453,0.0,20.59433556971642,"(225, 218, 214)"
1483,1.0,21.873270528973002,"(241, 142, 112)"
1771,0.0,20.610624719563404,"(226, 217, 212)"
1850,1.0,21.116817102087733,"(244, 196, 173)"
1949,0.0,22.847683735899874,"(190, 35, 45)"
2020,1.0,18.396516155047724,"(82, 110, 220)"
2049,0.0,19.3807972885807,"(149, 183, 254)"
2089,1.0,20.7345916804215,"(232, 213, 202)"
2351,0.0,21.33360105380406,"(246, 183, 156)"
