minute_idx,PersonenAnzahl,temp,rgb_value
45,1.0,22.754922014310786,"(197, 50, 51)"
48,2.0,18.4106980190706,"(83, 112, 221)"
71,1.0,19.62773652103032,"(167, 196, 253)"
116,2.0,22.349321648947015,"(222, 98, 78)"
154,1.0,22.636590891927952,"(205, 66, 58)"
176,0.0,19.787527970552897,"(178, 203, 251)"
184,1.0,20.136046964810074,"(200, 215, 239)"
247,0.0,20.53178070338227,"(222, 219, 218)"
284,1.0,20.177314784912117,"(202, 216, 238)"
286,2.0,21.28897000397658,"(246, 186, 159)"
310,1.0,22.783941268726366,"(196, 48, 50)"
361,2.0,19.262583504803672,"(141, 175, 253)"
565,1.0,22.779004899350234,"(196, 48, 50)"
572,0.0,21.10032929880125,"(243, 197, 175)"
655,1.0,21.122487594345213,"(244, 196, 173)"
685,0.0,20.101057775700845,"(198, 214, 241)"
702,1.0,18.078473499763152,"(63, 83, 198)"
808,0.0,20.978346632465165,"(241, 203, 184)"
899,1.0,21.68638983235077,"(245, 158, 127)"
1028,0.0,20.358692066460122,"(213, 219, 229)"
1047,1.0,22.672966543092333,"(202, 61, 56)"
1179,0.0,19.468396480360443,"(156, 188, 254)"
1235,1.0,22.796005905529586,"(194, 45, 49)"
1244,2.0,19.286426731918176,"(142, 177, 253)"
1246,3.0,22.560067744540014,"(210, 75, 63)"
1255,2.0,18.68373599277574,"(101, 134, 236)"
1276,3.0,18.859710609260095,"(113, 148, 244)"
1441,2.0,19.114228752897887,"(131, 166, 251)"
1443,1.0,18.83359935423519,"(111, 145, 242)"
1445,0.0,22.260244321737055,"(226, 106, 83)"
1481,1.0,22.34903064781892,"(222, 98, 78)"
1485,3.0,20.26117931516687,"(207, 217, 234)"
1766,2.0,21.450113857433248,"(247, 176, 146)"
1771,1.0,18.920560451494637,"(117, 152, 246)"
1779,0.0,20.612576129959226,"(226, 217, 212)"
1854,1.0,22.996254716281975,"(179, 3, 38)"
1895,0.0,20.879482345023344,"(237, 207, 192)"
1930,1.0,19.63171598167246,"(167, 196, 253)"
2047,0.0,22.333278121566796,"(223, 100, 79)"
2082,1.0,18.960729684803162,"(120, 155, 247)"
2348,0.0,18.38040073805405,"(81, 108, 219)"
2447,1.0,18.261957428468047,"(73, 98, 211)"
2455,2.0,22.425858388985574,"(218, 90, 72)"
2555,1.0,19.48623288611059,"(157, 189, 254)"
2577,2.0,21.761925229486298,"(243, 152, 121)"
2619,1.0,21.544591661295158,"(246, 169, 138)"
2649,0.0,18.39962497835348,"(82, 110, 220)"
2679,1.0,18.917170267720874,"(116, 151, 245)"
2703,2.0,18.565383516221758,"(92, 123, 229)"
2753,1.0,21.66949017885458,"(245, 160, 129)"
2823,2.0,22.640134995963827,"(205, 66, 58)"
2873,1.0,20.80353893394797,"(235, 211, 198)"
2904,0.0,20.400272199041474,"(215, 219, 226)"
2929,1.0,22.479163212937788,"(215, 84, 68)"
2933,2.0,21.721025807807735,"(244, 155, 124)"
2952,1.0,21.090257118823942,"(243, 197, 175)"
2957,0.0,22.02687627523847,"(236, 128, 100)"
