minute_idx,PersonenAnzahl,temp,rgb_value
622,1.0,21.782159577697243,"(243, 150, 120)"
643,2.0,20.055700437251822,"(195, 213, 242)"
843,0.0,18.33206956150773,"(78, 105, 216)"
882,1.0,22.934570219072977,"(184, 17, 41)"
905,2.0,20.817887056469274,"(236, 210, 196)"
922,1.0,18.141755200915142,"(66, 88, 202)"
958,2.0,19.452644178331546,"(155, 187, 254)"
982,1.0,20.21918731465974,"(205, 217, 236)"
1061,2.0,20.13173023050937,"(200, 215, 239)"
1126,1.0,21.666889058617492,"(245, 160, 129)"
1174,0.0,20.003993210216702,"(192, 211, 245)"
1232,1.0,20.983249602750597,"(241, 203, 184)"
1248,2.0,19.519880522147602,"(159, 190, 254)"
1442,1.0,19.88969370386303,"(184, 207, 248)"
1480,2.0,20.52075249385176,"(222, 219, 218)"
1513,1.0,20.720887598082477,"(231, 214, 204)"
1514,0.0,21.434837906381865,"(247, 177, 148)"
1544,1.0,19.6994280964846,"(172, 200, 252)"
1552,2.0,22.458663850862813,"(216, 86, 70)"
1603,1.0,21.73390624547538,"(244, 154, 123)"
1650,2.0,21.93597967324134,"(239, 137, 108)"
1702,1.0,21.399510931530997,"(247, 178, 149)"
1731,0.0,18.19484172274091,"(69, 91, 205)"
1831,1.0,18.79768828491816,"(108, 142, 241)"
1834,2.0,18.068169394891683,"(62, 81, 196)"
1858,0.0,21.566003093889748,"(246, 167, 137)"
2027,1.0,20.59597006517627,"(225, 218, 214)"
2083,2.0,20.611703405351317,"(226, 217, 212)"
2165,1.0,19.00417099729145,"(123, 158, 248)"
2221,2.0,20.267311104477926,"(208, 218, 233)"
2358,1.0,19.34235292105679,"(146, 180, 254)"
2381,0.0,21.486829750813545,"(247, 173, 143)"
