minute_idx,PersonenAnzahl,temp,rgb_value
1246,1.0,19.778005001144894,"(178, 203, 251)"
1250,2.0,20.076423467856635,"(197, 213, 242)"
1370,1.0,19.264274142364844,"(141, 175, 253)"
1397,2.0,20.12438148189543,"(199, 214, 240)"
1449,1.0,22.535987351437143,"(211, 77, 64)"
1451,0.0,22.803435049860422,"(194, 45, 49)"
1476,1.0,21.93253138374836,"(239, 137, 108)"
1514,0.0,20.851057054971157,"(236, 209, 195)"
1533,1.0,21.91174129447205,"(240, 139, 109)"
1543,2.0,20.78026003903743,"(234, 211, 199)"
1675,1.0,22.787886437423506,"(194, 45, 49)"
1693,2.0,19.001309187043447,"(123, 158, 248)"
1745,1.0,18.92645362817901,"(117, 152, 246)"
1749,0.0,18.192645687763,"(69, 91, 205)"
1842,2.0,22.237537987387157,"(228, 110, 86)"
1860,1.0,20.811694144945825,"(235, 211, 198)"
1865,0.0,18.77778601404265,"(107, 141, 240)"
2028,1.0,22.002620894266496,"(237, 132, 103)"
2055,0.0,21.629671966750095,"(246, 163, 132)"
2089,1.0,19.142564342363514,"(133, 168, 251)"
2104,2.0,22.961344642589843,"(181, 8, 39)"
2196,1.0,20.38209076716449,"(214, 219, 228)"
2281,2.0,18.51572158482592,"(90, 120, 227)"
2316,1.0,18.385980249722316,"(81, 108, 219)"
2358,0.0,20.120418027071583,"(199, 214, 240)"
