minute_idx,PersonenAnzahl,temp,rgb_value
37,1.0,20.964165899892947,"(240, 204, 185)"
45,2.0,18.626581542768566,"(97, 130, 234)"
243,0.0,20.04251965979751,"(194, 212, 243)"
299,1.0,20.02299087755243,"(193, 212, 244)"
304,2.0,20.974488921587763,"(241, 203, 184)"
359,1.0,18.855436232332693,"(112, 147, 243)"
412,2.0,22.246706955046065,"(227, 108, 84)"
546,1.0,20.455067792585268,"(218, 220, 223)"
556,0.0,21.520313442877587,"(246, 170, 140)"
602,1.0,18.524259390607913,"(90, 120, 227)"
641,2.0,18.944990466957613,"(119, 154, 246)"
656,3.0,21.936062871372677,"(239, 137, 108)"
681,4.0,18.523117087103913,"(90, 120, 227)"
685,5.0,19.316187365590718,"(145, 179, 254)"
702,4.0,22.219665150965437,"(228, 110, 86)"
738,3.0,21.38928649064397,"(247, 179, 151)"
797,4.0,22.527605824605494,"(212, 79, 66)"
808,3.0,21.014900777235066,"(242, 201, 181)"
843,2.0,19.31602226372769,"(145, 179, 254)"
847,1.0,18.936370859115502,"(117, 152, 246)"
850,0.0,18.195105997877846,"(69, 91, 205)"
885,1.0,18.11670887414628,"(64, 84, 199)"
900,2.0,20.655378529451536,"(228, 216, 209)"
905,3.0,22.139431548769508,"(232, 119, 93)"
949,4.0,22.001314501396063,"(237, 132, 103)"
959,3.0,22.60610192612809,"(207, 70, 61)"
996,4.0,21.18092281419962,"(245, 193, 168)"
1023,3.0,19.517886066130256,"(159, 190, 254)"
1028,4.0,18.737010507333878,"(104, 137, 238)"
1047,3.0,20.41791727156863,"(216, 219, 225)"
1069,4.0,18.34106724445729,"(78, 105, 216)"
1126,2.0,19.979022895451457,"(190, 211, 245)"
1144,1.0,19.91603375892175,"(187, 209, 247)"
1152,0.0,21.31622131730992,"(246, 185, 157)"
1210,1.0,20.98082242016591,"(241, 203, 184)"
1257,2.0,22.540666268477334,"(211, 77, 64)"
1264,3.0,20.732894127528677,"(231, 214, 204)"
1320,4.0,20.583193975197993,"(225, 218, 214)"
1336,3.0,21.005741131008605,"(241, 202, 182)"
1338,2.0,22.85930749302913,"(190, 35, 45)"
1344,3.0,22.735683737749284,"(198, 53, 52)"
1392,4.0,21.863290128062303,"(241, 144, 114)"
1441,3.0,18.413197147004347,"(83, 112, 221)"
1445,1.0,20.38980807812342,"(215, 219, 226)"
1446,0.0,19.93648355984478,"(188, 209, 246)"
1491,1.0,20.20863711468955,"(205, 217, 236)"
1517,0.0,19.945322341322044,"(188, 209, 246)"
1533,1.0,20.339086533087492,"(211, 219, 230)"
1545,2.0,21.408094533651337,"(247, 178, 149)"
1548,3.0,18.109347961360264,"(64, 84, 199)"
1568,4.0,20.286238418146485,"(209, 218, 232)"
1573,3.0,22.082264710929646,"(234, 123, 96)"
1631,4.0,19.01243782592354,"(123, 158, 248)"
1675,5.0,20.333456763528027,"(211, 219, 230)"
1693,4.0,22.380268089723828,"(220, 94, 75)"
1708,3.0,21.39880160134649,"(247, 178, 149)"
1748,2.0,20.79126018940214,"(234, 211, 199)"
1761,1.0,21.906668034667696,"(240, 139, 109)"
1775,0.0,19.935113630252204,"(188, 209, 246)"
1819,1.0,20.24546995025202,"(206, 217, 235)"
1824,2.0,21.189672418758573,"(245, 192, 167)"
1831,3.0,22.32049311169034,"(223, 100, 79)"
1836,4.0,21.392828042924357,"(247, 179, 151)"
1838,5.0,20.388220439331253,"(215, 219, 226)"
1858,4.0,19.44065691368148,"(153, 186, 254)"
1859,2.0,19.222711088579793,"(138, 173, 253)"
1860,1.0,20.892097723866446,"(238, 207, 190)"
1865,0.0,19.01879855620369,"(124, 160, 249)"
2020,2.0,19.85157459505143,"(182, 206, 249)"
2028,5.0,20.05532880358915,"(195, 213, 242)"
2041,4.0,21.102693778763648,"(243, 197, 175)"
2045,3.0,22.729691563956422,"(198, 53, 52)"
2049,1.0,20.987696712474218,"(241, 203, 184)"
2053,0.0,19.552013410816176,"(162, 192, 254)"
2077,1.0,22.82649108490768,"(191, 40, 46)"
2089,3.0,20.372241895187294,"(214, 219, 228)"
2096,4.0,19.809913172477366,"(179, 204, 250)"
2100,5.0,19.641717266867463,"(168, 197, 253)"
2144,4.0,21.32893915473707,"(246, 183, 156)"
2201,5.0,19.318323921443593,"(145, 179, 254)"
2242,4.0,19.94577541652832,"(188, 209, 246)"
2291,5.0,22.714426066486766,"(200, 56, 53)"
2333,4.0,22.006476827055664,"(236, 130, 102)"
2367,3.0,19.01119275159999,"(123, 158, 248)"
2371,2.0,21.283758806558296,"(246, 186, 159)"
2372,1.0,18.081743897485353,"(63, 83, 198)"
2376,0.0,20.814163717010217,"(236, 210, 196)"
2432,1.0,18.42357027578627,"(83, 112, 221)"
2452,2.0,19.011486636522434,"(123, 158, 248)"
2460,3.0,21.2267813121516,"(246, 189, 164)"
2497,4.0,21.82174086998755,"(242, 147, 117)"
2498,3.0,22.86891761794904,"(188, 31, 44)"
2544,4.0,18.26036813490246,"(73, 98, 211)"
2555,5.0,21.3982406620991,"(247, 179, 151)"
2577,4.0,19.86403934642852,"(183, 207, 249)"
2587,3.0,22.828755249717346,"(191, 40, 46)"
2593,2.0,18.99088936388874,"(122, 157, 248)"
