minute_idx,PersonenAnzahl,temp,rgb_value
359,1.0,20.878022393132557,"(237, 207, 192)"
412,0.0,22.172671872530564,"(230, 116, 90)"
928,1.0,18.89900001388608,"(116, 151, 245)"
967,0.0,19.041729145789922,"(126, 161, 249)"
1083,1.0,20.156217174811875,"(201, 215, 238)"
1144,0.0,20.28737438951942,"(209, 218, 232)"
1513,3.0,19.284612878258997,"(142, 177, 253)"
1514,10.0,18.17874916950236,"(69, 91, 205)"
1515,11.0,19.654090275291694,"(168, 197, 253)"
1517,12.0,18.88764782364533,"(115, 149, 244)"
1532,11.0,20.77900958297662,"(234, 211, 199)"
1533,6.0,20.030330068218124,"(193, 212, 244)"
1543,5.0,21.577774344449935,"(246, 166, 135)"
1544,4.0,20.525626065508963,"(222, 219, 218)"
1545,3.0,22.643262389375156,"(205, 66, 58)"
1548,2.0,21.784405859119648,"(243, 150, 120)"
1552,1.0,18.635697191358943,"(97, 130, 234)"
1568,0.0,19.38463176948293,"(149, 183, 254)"
1682,1.0,18.562174079508573,"(92, 123, 229)"
1725,0.0,19.307369522518748,"(144, 178, 254)"
1858,5.0,19.067194619615215,"(127, 162, 250)"
1859,8.0,22.96395650041086,"(181, 8, 39)"
1860,10.0,20.69519217490599,"(230, 215, 207)"
1865,14.0,18.293683855502554,"(76, 102, 214)"
1943,10.0,18.854494155447775,"(112, 147, 243)"
1949,11.0,21.47983999371243,"(247, 173, 143)"
2009,10.0,19.57628262164613,"(163, 193, 254)"
2020,8.0,21.247500909805694,"(246, 188, 162)"
2027,6.0,22.27303452997727,"(226, 106, 83)"
2028,3.0,20.29789485673254,"(209, 218, 232)"
2043,2.0,21.730255857345195,"(244, 155, 124)"
2045,0.0,19.902867318921977,"(185, 208, 248)"
2144,1.0,18.98805950547025,"(122, 157, 248)"
2201,0.0,18.66943848561472,"(100, 133, 235)"
2313,1.0,20.87556814885444,"(237, 207, 192)"
2376,0.0,20.392426030041555,"(215, 219, 226)"
2587,1.0,18.611032007844667,"(96, 128, 232)"
2632,0.0,19.703288990575572,"(172, 200, 252)"
2778,1.0,21.951428817968644,"(238, 135, 106)"
2828,0.0,18.43548614554625,"(85, 113, 222)"
2883,1.0,21.93379235129661,"(239, 137, 108)"
2914,0.0,20.93779562974309,"(239, 205, 187)"
2941,1.0,19.567492963614647,"(163, 193, 254)"
2976,0.0,18.646936540292405,"(99, 131, 234)"
