,minute_idx,PersonenAnzahl,temp,rgb_value
0,0,0.0,18.0,"(221, 96, 76)"
1,3,1.0,19.86998273073086,"(183, 207, 249)"
2,248,0.0,22.4695372125532,"(216, 86, 70)"
3,281,1.0,22.95665757568208,"(182, 13, 40)"
4,681,0.0,22.29810205403532,"(224, 102, 80)"
5,738,1.0,22.18135041398379,"(230, 114, 89)"
6,845,0.0,19.789094099549057,"(178, 203, 251)"
7,894,1.0,19.959884470081725,"(189, 210, 246)"
8,1096,0.0,19.354218472668126,"(148, 181, 254)"
9,1117,1.0,21.48186797946425,"(247, 173, 143)"
10,1204,2.0,21.33316799966008,"(246, 183, 156)"
11,1207,3.0,22.506609199313964,"(214, 82, 67)"
12,1320,2.0,21.093657702302224,"(243, 197, 175)"
13,1338,3.0,22.052540995511137,"(235, 127, 99)"
14,1407,2.0,21.262010814231964,"(246, 187, 160)"
15,1446,1.0,19.617241885990367,"(166, 195, 253)"
16,1451,0.0,19.94635399755117,"(188, 209, 246)"
17,1478,1.0,20.767939611898157,"(233, 212, 201)"
18,1479,2.0,19.146549067362614,"(133, 168, 251)"
19,1495,3.0,21.13692567796213,"(244, 195, 171)"
20,1511,2.0,20.169323196760484,"(202, 216, 238)"
21,1621,3.0,20.23882459415914,"(206, 217, 235)"
22,1682,2.0,18.465679868072645,"(86, 115, 224)"
23,1725,3.0,22.3661072609142,"(221, 96, 76)"
24,1731,2.0,21.23526147308486,"(246, 189, 164)"
25,1807,3.0,21.11179992290765,"(244, 196, 173)"
26,1943,4.0,19.475391125456557,"(156, 188, 254)"
27,2020,3.0,22.204766047840288,"(229, 112, 87)"
28,2041,2.0,20.85921743770014,"(237, 208, 193)"
29,2049,1.0,19.933773991383347,"(188, 209, 246)"
30,2056,0.0,18.09562419521778,"(63, 83, 198)"
31,2089,1.0,19.045858898877327,"(126, 161, 249)"
32,2093,2.0,21.117395405665174,"(244, 196, 173)"
33,2096,3.0,19.610093207654447,"(166, 195, 253)"
34,2488,2.0,21.08859365922336,"(243, 197, 175)"
35,2496,1.0,20.35799106901533,"(213, 219, 229)"
36,2528,2.0,19.38833476929734,"(151, 184, 254)"
37,2548,3.0,21.293194129055408,"(246, 186, 159)"
38,2644,1.0,19.18663793280728,"(135, 170, 252)"
39,2653,0.0,22.38456683894997,"(220, 94, 75)"
40,2677,1.0,20.98828371128851,"(241, 202, 182)"
41,2678,2.0,19.996329143174663,"(192, 211, 245)"
42,2682,3.0,22.90501845882295,"(185, 22, 42)"
43,2774,2.0,20.2930412559756,"(209, 218, 232)"
44,2842,3.0,22.380501431102356,"(220, 94, 75)"
45,2847,2.0,20.52277855813677,"(222, 219, 218)"
46,2913,3.0,21.415228453896987,"(247, 178, 149)"
47,2941,2.0,20.4951976074466,"(220, 220, 221)"
