minute_idx,PersonenAnzahl,temp,rgb_value
176,1.0,18.986490909198476,"(122, 157, 248)"
247,2.0,21.05958529303162,"(242, 199, 178)"
248,3.0,20.000066698847434,"(192, 211, 245)"
281,2.0,19.347848266788183,"(148, 181, 254)"
284,1.0,20.211469683233453,"(205, 217, 236)"
286,0.0,18.563845062717455,"(92, 123, 229)"
397,1.0,19.9758939059437,"(190, 211, 245)"
513,0.0,20.20546454346288,"(204, 216, 237)"
670,1.0,22.13086871304591,"(232, 119, 93)"
797,0.0,21.817658457249635,"(242, 147, 117)"
808,1.0,22.14642440102382,"(231, 117, 92)"
845,2.0,20.189997361426336,"(204, 216, 237)"
894,1.0,18.79188546785363,"(108, 142, 241)"
899,0.0,20.824548496855712,"(236, 210, 196)"
906,1.0,19.161909384220863,"(134, 169, 252)"
922,2.0,22.240765049539085,"(227, 108, 84)"
949,1.0,18.77737485014578,"(107, 141, 240)"
958,0.0,22.409359488977838,"(219, 92, 74)"
959,1.0,22.842140087224596,"(191, 40, 46)"
982,2.0,21.250891405750135,"(246, 188, 162)"
996,1.0,22.231271001333802,"(228, 110, 86)"
1023,2.0,21.294807529836053,"(246, 186, 159)"
1061,1.0,18.817271527503507,"(109, 144, 241)"
1069,0.0,20.948969748439897,"(239, 205, 187)"
1126,2.0,20.040564879081664,"(194, 212, 243)"
1167,1.0,22.705725796688938,"(201, 59, 55)"
1180,0.0,20.03560462619941,"(194, 212, 243)"
1370,1.0,18.635379853990628,"(97, 130, 234)"
1397,0.0,20.12805239321446,"(199, 214, 240)"
1441,1.0,18.99843547753884,"(123, 158, 248)"
1443,2.0,18.419239661752318,"(83, 112, 221)"
1445,3.0,18.300697892828367,"(76, 102, 214)"
1446,5.0,18.56835711409928,"(93, 125, 230)"
1451,6.0,21.350627323815953,"(246, 182, 154)"
1453,7.0,21.964868774916376,"(238, 134, 105)"
1478,6.0,22.055976346073884,"(235, 127, 99)"
1479,5.0,20.236325183325633,"(206, 217, 235)"
1481,4.0,21.113727240591423,"(244, 196, 173)"
1483,3.0,20.267671392209728,"(208, 218, 233)"
1485,1.0,21.98085554349847,"(238, 134, 105)"
1495,0.0,18.062186056133125,"(62, 81, 196)"
1511,1.0,18.002984567076094,"(58, 76, 192)"
1567,2.0,22.61769512720703,"(206, 68, 60)"
1605,1.0,18.31900748163449,"(77, 103, 215)"
1621,0.0,19.935996611157282,"(188, 209, 246)"
1655,1.0,19.838215554879675,"(182, 206, 249)"
1691,0.0,18.69241216481878,"(101, 134, 236)"
1731,1.0,20.256319172361486,"(207, 217, 234)"
1777,0.0,18.49550642622599,"(88, 118, 226)"
2041,1.0,19.675735304189736,"(170, 198, 253)"
2047,2.0,19.114210738265147,"(131, 166, 251)"
2049,4.0,21.86873593921794,"(241, 142, 112)"
2056,5.0,22.80050367160829,"(194, 45, 49)"
2082,4.0,19.968804875039076,"(189, 210, 246)"
2089,2.0,21.744141276130456,"(244, 154, 123)"
2093,1.0,21.534989193637774,"(246, 170, 140)"
2096,0.0,22.800007878017,"(194, 45, 49)"
2165,1.0,20.792838878350494,"(234, 211, 199)"
2196,2.0,20.144929210848193,"(200, 215, 239)"
2221,1.0,18.75598156059021,"(105, 139, 239)"
2262,2.0,22.4672181630463,"(216, 86, 70)"
2281,1.0,18.132084793777114,"(65, 86, 201)"
2333,2.0,20.86954409412178,"(237, 208, 193)"
2363,1.0,18.211064487641952,"(70, 93, 207)"
2379,0.0,21.99073075300433,"(237, 132, 103)"
2488,1.0,21.39063013296877,"(247, 179, 151)"
2498,2.0,20.31266447705144,"(210, 218, 231)"
2528,1.0,18.13947225718175,"(66, 88, 202)"
2544,0.0,21.48587636404499,"(247, 173, 143)"
2593,1.0,19.694125767207368,"(171, 199, 252)"
2619,2.0,20.275351650743232,"(208, 218, 233)"
2629,1.0,20.007717522074522,"(192, 211, 245)"
2644,3.0,18.53478878773642,"(91, 121, 228)"
2649,4.0,20.633466941353028,"(227, 217, 211)"
2653,5.0,18.841113371039427,"(112, 147, 243)"
2677,4.0,18.4899640316491,"(88, 118, 226)"
2678,3.0,20.76720153201977,"(233, 212, 201)"
2679,2.0,22.1746920787359,"(230, 116, 90)"
2682,1.0,18.57295685994881,"(93, 125, 230)"
2703,0.0,22.04845848437991,"(235, 127, 99)"
2722,1.0,18.115359353426197,"(64, 84, 199)"
2750,0.0,21.751532489175627,"(243, 152, 121)"
2753,1.0,22.379615895900066,"(220, 94, 75)"
2823,0.0,18.871163673179577,"(113, 148, 244)"
2929,1.0,20.343663317740024,"(211, 219, 230)"
2973,0.0,21.750700833710074,"(243, 152, 121)"
