minute_idx,PersonenAnzahl,temp,rgb_value
37,1.0,20.743138021770793,"(232, 213, 202)"
45,2.0,18.22108661327868,"(71, 95, 208)"
243,0.0,19.618839802775135,"(166, 195, 253)"
299,1.0,21.536011136342417,"(246, 169, 138)"
304,2.0,18.386592412885502,"(81, 108, 219)"
359,1.0,18.232983805565272,"(71, 95, 208)"
412,2.0,22.89555007016189,"(187, 26, 43)"
641,3.0,19.658096725316174,"(168, 197, 253)"
681,4.0,21.915896393840768,"(240, 139, 109)"
685,5.0,19.850366514428202,"(182, 206, 249)"
702,4.0,18.149641241785396,"(66, 88, 202)"
738,3.0,20.23592433798911,"(206, 217, 235)"
797,4.0,18.58107817578284,"(93, 125, 230)"
808,3.0,21.438539530495742,"(247, 176, 146)"
843,2.0,18.276869986745375,"(75, 100, 212)"
847,1.0,19.3294517284928,"(146, 180, 254)"
850,0.0,20.051593659832918,"(195, 213, 242)"
885,1.0,22.029936930295168,"(236, 128, 100)"
900,2.0,18.924117911348784,"(117, 152, 246)"
905,3.0,19.310450397236078,"(145, 179, 254)"
949,4.0,18.83633861279055,"(111, 145, 242)"
959,3.0,22.328608591260863,"(223, 100, 79)"
996,4.0,20.145805543460696,"(200, 215, 239)"
1023,3.0,20.152239468018063,"(201, 215, 238)"
1028,4.0,20.485309308341225,"(220, 220, 221)"
1047,3.0,22.87279509137401,"(188, 31, 44)"
1069,4.0,20.38539207926764,"(215, 219, 226)"
1126,3.0,22.042806625325532,"(236, 128, 100)"
1320,4.0,20.473524941250464,"(219, 220, 222)"
1336,3.0,21.64981145467428,"(245, 161, 130)"
1338,2.0,22.9653915747353,"(181, 8, 39)"
1344,3.0,21.56466530051327,"(246, 167, 137)"
1392,4.0,21.11683513064172,"(244, 196, 173)"
1441,3.0,21.286846165987992,"(246, 186, 159)"
1445,1.0,22.516883151440975,"(212, 79, 66)"
1446,0.0,22.35973740414648,"(221, 96, 76)"
1491,1.0,18.08717625347657,"(63, 83, 198)"
1517,0.0,21.651033975361003,"(245, 161, 130)"
1533,1.0,19.093518784975142,"(128, 164, 250)"
1545,2.0,19.322507257436836,"(145, 179, 254)"
1548,3.0,18.883248879429328,"(115, 149, 244)"
1568,4.0,20.730360224046755,"(231, 214, 204)"
1573,3.0,19.80286783545166,"(179, 204, 250)"
1631,4.0,21.703026876173794,"(244, 157, 126)"
1675,5.0,18.84881370150037,"(112, 147, 243)"
1693,4.0,18.41425879792741,"(83, 112, 221)"
1831,5.0,21.035981695877254,"(242, 200, 179)"
1858,4.0,19.289431688943075,"(144, 178, 254)"
1859,2.0,21.20549836869416,"(245, 191, 165)"
1860,1.0,18.3041383579651,"(76, 102, 214)"
1865,0.0,22.89771558931686,"(187, 26, 43)"
2020,2.0,20.623511537535187,"(227, 217, 211)"
2028,5.0,19.605297005639805,"(166, 195, 253)"
2041,4.0,20.977591892085933,"(241, 203, 184)"
2045,3.0,18.403505527903366,"(82, 110, 220)"
2049,1.0,21.611726305232963,"(246, 164, 134)"
2053,0.0,18.105485669526534,"(64, 84, 199)"
2077,1.0,19.51066942069975,"(159, 190, 254)"
2089,3.0,20.08211333141357,"(197, 213, 242)"
2096,4.0,19.882501006670797,"(184, 207, 248)"
2100,5.0,21.599772232364604,"(246, 164, 134)"
2144,4.0,21.40782645021891,"(247, 178, 149)"
2201,5.0,20.14486844553017,"(200, 215, 239)"
2242,4.0,21.390559313807945,"(247, 179, 151)"
2291,5.0,19.417299335570547,"(152, 185, 254)"
2333,4.0,20.79703432037163,"(235, 211, 198)"
2497,5.0,22.562725289817035,"(210, 75, 63)"
2498,4.0,20.323870215746034,"(210, 218, 231)"
2544,5.0,18.342184325941425,"(78, 105, 216)"
2555,6.0,22.847446973791197,"(190, 35, 45)"
2577,5.0,19.853156623157243,"(182, 206, 249)"
2587,4.0,18.536318377489426,"(91, 121, 228)"
2593,3.0,19.957110089492705,"(189, 210, 246)"
2629,4.0,22.165901769831816,"(230, 116, 90)"
2632,5.0,19.37192896848439,"(149, 183, 254)"
2647,3.0,19.045859630987284,"(126, 161, 249)"
2648,2.0,22.44713555927695,"(217, 88, 71)"
2649,1.0,22.79917939332413,"(194, 45, 49)"
2692,2.0,22.14056970359844,"(232, 119, 93)"
2699,3.0,19.3606575142474,"(148, 181, 254)"
2700,4.0,22.644869602237996,"(205, 66, 58)"
2712,5.0,20.0633642731143,"(195, 213, 242)"
2722,4.0,22.97780431754522,"(181, 8, 39)"
2750,5.0,20.015549903391243,"(193, 212, 244)"
2778,4.0,21.000669469474527,"(241, 202, 182)"
2828,5.0,20.260576692159738,"(207, 217, 234)"
2904,6.0,19.139465883593665,"(133, 168, 251)"
2929,5.0,21.114199367214635,"(244, 196, 173)"
2933,4.0,20.85286974609972,"(237, 208, 193)"
