minute_idx,PersonenAnzahl,temp,rgb_value
359,1.0,19.133557554907185,"(133, 168, 251)"
412,0.0,19.409422697667893,"(152, 185, 254)"
928,1.0,21.29230743752699,"(246, 186, 159)"
967,0.0,22.688094636459656,"(201, 59, 55)"
1083,1.0,20.09443059586379,"(198, 214, 241)"
1236,0.0,20.145272051687876,"(200, 215, 239)"
1513,3.0,22.589226436480377,"(209, 73, 62)"
1514,10.0,18.83946931857875,"(111, 145, 242)"
1515,11.0,21.815592433843147,"(242, 147, 117)"
1517,12.0,18.836802098162472,"(111, 145, 242)"
1532,11.0,21.193380573132053,"(245, 192, 167)"
1533,6.0,18.830374472947547,"(111, 145, 242)"
1543,5.0,18.24764819737119,"(72, 96, 209)"
1544,4.0,22.159706245160127,"(231, 117, 92)"
1545,3.0,18.261100620779462,"(73, 98, 211)"
1548,2.0,19.382773001464724,"(149, 183, 254)"
1552,1.0,21.301727759248326,"(246, 185, 157)"
1568,0.0,20.06026920394652,"(195, 213, 242)"
1682,1.0,19.820369684051492,"(180, 205, 250)"
1725,0.0,20.13517285214591,"(200, 215, 239)"
1858,5.0,18.06782723249109,"(62, 81, 196)"
1859,8.0,20.744817245693756,"(232, 213, 202)"
1860,10.0,21.949358626301755,"(238, 135, 106)"
1865,14.0,18.591647659269373,"(95, 126, 231)"
1943,10.0,21.795201538694144,"(243, 149, 118)"
1949,11.0,22.561604679499073,"(210, 75, 63)"
2009,10.0,20.94930494778235,"(240, 204, 185)"
2020,8.0,19.370980604305558,"(149, 183, 254)"
2027,6.0,19.548721695173626,"(162, 192, 254)"
2028,3.0,20.063419930808315,"(195, 213, 242)"
2043,2.0,18.97285321409855,"(120, 155, 247)"
2045,0.0,20.09992548655051,"(198, 214, 241)"
2144,1.0,22.85993453426348,"(190, 35, 45)"
2201,0.0,20.100151994893828,"(198, 214, 241)"
2313,1.0,20.83120684448817,"(236, 210, 196)"
2587,2.0,21.59900377405292,"(246, 164, 134)"
2632,1.0,22.87953561749293,"(188, 31, 44)"
2778,2.0,21.970896525464767,"(238, 134, 105)"
2828,1.0,18.370052901908934,"(80, 107, 218)"
2883,2.0,20.99875913970967,"(241, 202, 182)"
2914,1.0,21.37878331985196,"(247, 181, 152)"
2941,2.0,20.325742507171704,"(211, 219, 230)"
