minute_idx,PersonenAnzahl,temp,rgb_value
71,1.0,21.306657924598177,"(246, 185, 157)"
116,0.0,21.85527683125915,"(241, 144, 114)"
154,1.0,18.991599778026366,"(122, 157, 248)"
184,0.0,21.003600383028015,"(241, 202, 182)"
310,1.0,18.483946995094115,"(87, 117, 225)"
361,0.0,20.782961826752718,"(234, 211, 199)"
684,1.0,22.37814369677628,"(220, 94, 75)"
740,0.0,19.613979908675645,"(166, 195, 253)"
769,1.0,22.11785973909866,"(233, 121, 94)"
782,2.0,19.6011029795721,"(164, 194, 254)"
804,1.0,18.98662799813391,"(122, 157, 248)"
808,2.0,20.39630418150396,"(215, 219, 226)"
847,1.0,20.539950073887983,"(223, 219, 217)"
848,0.0,22.35181342955076,"(222, 98, 78)"
951,1.0,19.667707899119502,"(170, 198, 253)"
999,2.0,19.195475978041507,"(137, 172, 252)"
1010,1.0,19.9546326565927,"(189, 210, 246)"
1044,0.0,20.41743874140277,"(216, 219, 225)"
1066,1.0,20.925311520841582,"(239, 206, 188)"
1077,2.0,19.39825452756869,"(151, 184, 254)"
1114,1.0,18.977084163808698,"(122, 157, 248)"
1212,0.0,19.626898216093178,"(167, 196, 253)"
1265,1.0,19.113824449388,"(131, 166, 251)"
1336,2.0,18.44107359113382,"(85, 113, 222)"
1344,1.0,18.149350794387235,"(66, 88, 202)"
1392,0.0,19.990122921205923,"(190, 211, 245)"
1407,1.0,19.53079289378882,"(160, 191, 254)"
1446,0.0,18.953949730735722,"(119, 154, 246)"
1573,1.0,22.69532389187819,"(201, 59, 55)"
1603,2.0,22.50203303217895,"(214, 82, 67)"
1631,1.0,19.42994098813679,"(153, 186, 254)"
1650,0.0,18.50357738035336,"(88, 118, 226)"
1702,1.0,18.29992795912757,"(76, 102, 214)"
1731,3.0,21.04429808617882,"(242, 200, 179)"
1811,2.0,20.140126508162528,"(200, 215, 239)"
1831,1.0,20.22951685087136,"(206, 217, 235)"
1834,0.0,18.32650043040504,"(77, 103, 215)"
1895,1.0,18.16622370656594,"(67, 90, 204)"
1930,0.0,22.437130227761187,"(217, 88, 71)"
2043,1.0,20.861449771129603,"(237, 208, 193)"
2083,0.0,19.032740852866922,"(124, 160, 249)"
2242,1.0,20.863319706409985,"(237, 208, 193)"
2291,0.0,18.900962760823358,"(116, 151, 245)"
2451,1.0,21.58451882633238,"(246, 166, 135)"
2496,2.0,22.624505128494725,"(206, 68, 60)"
2497,1.0,18.360821683465108,"(80, 107, 218)"
2548,0.0,19.065155732772478,"(127, 162, 250)"
2774,1.0,22.939086898083364,"(184, 17, 41)"
2842,0.0,19.610918178861066,"(166, 195, 253)"
2847,1.0,19.41030053281412,"(152, 185, 254)"
2873,2.0,18.094528364811623,"(63, 83, 198)"
2913,1.0,21.833057417442667,"(242, 145, 115)"
2929,0.0,19.649384572976878,"(168, 197, 253)"
