minute_idx,PersonenAnzahl,temp,rgb_value
1246,1.0,21.1910036385368,"(245, 192, 167)"
1250,2.0,21.17530443379845,"(245, 193, 168)"
1370,1.0,21.60964646712878,"(246, 164, 134)"
1397,2.0,22.272188282690447,"(226, 106, 83)"
1449,1.0,18.73256509796457,"(104, 137, 238)"
1451,0.0,19.794423885295696,"(178, 203, 251)"
1476,1.0,21.5420467314833,"(246, 169, 138)"
1514,0.0,18.482776167873407,"(87, 117, 225)"
1533,1.0,18.404005487060427,"(82, 110, 220)"
1543,2.0,21.657339854972726,"(245, 160, 129)"
1675,1.0,19.602483526734076,"(166, 195, 253)"
1693,2.0,21.817638629822255,"(242, 147, 117)"
1860,1.0,19.47069214933964,"(156, 188, 254)"
1865,0.0,19.787027582754213,"(178, 203, 251)"
2028,1.0,18.42360344704284,"(83, 112, 221)"
2055,0.0,21.004388750610236,"(241, 202, 182)"
2089,1.0,19.735840298434475,"(174, 201, 252)"
2104,2.0,21.852921704664837,"(241, 144, 114)"
2196,1.0,18.55279137014583,"(92, 123, 229)"
2281,2.0,19.661665428065042,"(170, 198, 253)"
