minute_idx,PersonenAnzahl,temp,rgb_value
638,1.0,20.762623979086396,"(233, 212, 201)"
848,0.0,22.16037498217865,"(230, 116, 90)"
882,1.0,21.371953952421098,"(247, 181, 152)"
1261,0.0,22.41875657304441,"(218, 90, 72)"
1289,1.0,18.006984531092833,"(58, 76, 192)"
1444,0.0,18.527159929861494,"(90, 120, 227)"
1533,1.0,19.5566906989592,"(162, 192, 254)"
1567,0.0,20.597152777600314,"(225, 218, 214)"
1605,1.0,22.345940713063385,"(222, 98, 78)"
1865,0.0,19.60407032288424,"(166, 195, 253)"
2020,1.0,18.42945672859065,"(83, 112, 221)"
2051,0.0,20.582102385979866,"(225, 218, 214)"
2100,1.0,21.644169920119023,"(245, 161, 130)"
2262,0.0,18.83016033617017,"(111, 145, 242)"
