minute_idx,PersonenAnzahl,temp,rgb_value
622,1.0,19.18077473101838,"(135, 170, 252)"
643,2.0,19.095263424481896,"(130, 165, 251)"
843,0.0,19.769039911645827,"(176, 203, 251)"
882,1.0,21.587509929190492,"(246, 166, 135)"
905,2.0,21.013439111488776,"(242, 201, 181)"
922,1.0,19.375495343258684,"(149, 183, 254)"
958,2.0,20.349169798180718,"(213, 219, 229)"
982,1.0,18.81271088921709,"(109, 144, 241)"
1061,2.0,18.36161533124141,"(80, 107, 218)"
1126,1.0,18.76930155761986,"(107, 141, 240)"
1232,2.0,22.516997370119388,"(212, 79, 66)"
1442,1.0,18.766735111152634,"(107, 141, 240)"
1480,2.0,22.61815439227352,"(206, 68, 60)"
1513,1.0,20.019230252373305,"(193, 212, 244)"
1514,0.0,21.290680572608913,"(246, 186, 159)"
1544,1.0,21.792135736618718,"(243, 149, 118)"
1552,2.0,21.5291444531303,"(246, 170, 140)"
1603,1.0,22.15506782896273,"(231, 117, 92)"
1650,2.0,20.2502762044543,"(207, 217, 234)"
1702,1.0,19.03731330878594,"(126, 161, 249)"
1731,0.0,22.067104329783554,"(234, 125, 97)"
1831,1.0,18.500116000651104,"(88, 118, 226)"
1834,2.0,19.513376092787023,"(159, 190, 254)"
1858,0.0,21.622696289429154,"(246, 163, 132)"
2027,1.0,21.806503772993956,"(243, 149, 118)"
2083,2.0,21.597875454182212,"(246, 164, 134)"
2165,1.0,20.409600733522105,"(216, 219, 225)"
2221,2.0,20.922366997415345,"(239, 206, 188)"
