minute_idx,PersonenAnzahl,temp,rgb_value
49,1.0,22.872445585230892,"(188, 31, 44)"
251,0.0,20.174117391223568,"(202, 216, 238)"
288,1.0,20.48807957124516,"(220, 220, 221)"
397,0.0,21.148423611491488,"(244, 194, 170)"
513,1.0,22.735037063329933,"(198, 53, 52)"
782,0.0,22.891907876685337,"(187, 26, 43)"
886,1.0,19.66671474325611,"(170, 198, 253)"
999,0.0,22.77160295386577,"(196, 48, 50)"
1044,1.0,20.642187381933976,"(228, 216, 209)"
1451,0.0,21.615556940563796,"(246, 163, 132)"
1533,1.0,18.67427185811318,"(100, 133, 235)"
1859,0.0,20.388998293169927,"(215, 219, 226)"
2009,1.0,19.786140055502756,"(178, 203, 251)"
2051,0.0,18.577682335464715,"(93, 125, 230)"
2096,1.0,21.316862744289285,"(246, 185, 157)"
2644,0.0,19.04440068219988,"(126, 161, 249)"
2680,1.0,18.956244093638592,"(119, 154, 246)"
2883,0.0,20.595824289816974,"(225, 218, 214)"
2914,1.0,22.03130082924725,"(236, 128, 100)"
