minute_idx,PersonenAnzahl,temp,rgb_value
612,1.0,21.901132786834637,"(240, 141, 111)"
627,2.0,22.907590547578593,"(185, 22, 42)"
852,1.0,18.432178263580536,"(85, 113, 222)"
891,2.0,21.211186739583198,"(245, 191, 165)"
951,1.0,22.52461407136014,"(212, 79, 66)"
1010,2.0,19.152864916892156,"(134, 169, 252)"
1066,1.0,19.120195955372406,"(131, 166, 251)"
1077,0.0,18.95716326012889,"(120, 155, 247)"
1114,1.0,20.960687960108274,"(240, 204, 185)"
1212,2.0,21.521523799877556,"(246, 170, 140)"
1441,1.0,18.48243977251236,"(87, 117, 225)"
1445,0.0,21.62799665383236,"(246, 163, 132)"
1533,1.0,20.86783709507159,"(237, 208, 193)"
1584,2.0,22.99625862174971,"(179, 3, 38)"
1731,1.0,22.707995884291005,"(200, 56, 53)"
1811,2.0,20.045665258150862,"(194, 212, 243)"
1858,1.0,22.87594051520461,"(188, 31, 44)"
1865,0.0,21.513107224687808,"(246, 171, 141)"
2028,1.0,18.87022104663359,"(113, 148, 244)"
2048,0.0,19.74340688351014,"(175, 202, 251)"
2080,1.0,21.39834588649578,"(247, 179, 151)"
2083,2.0,18.42741409900409,"(83, 112, 221)"
2313,1.0,18.810117216395554,"(109, 144, 241)"
